Artist Name,Ticketmaster (TM) Rating,# of TM Reviews,TM Review Breakdown,# of Instagram (IG) Followers,# of IG Posts,# of Twitter Followers,# of Tweets
Bruno Mars Tickets,4.8,"(6,491 reviews)","5 stars5,4054 stars7553 stars2232 stars691 star39",15.7m,360,38.9M,"4,134"
